NSE,E,1186,EQUITY,0,GLAND-EQ,null,Gland Pharma
NSE,E,11860,EQUITY,0,JKPAPER-EQ,null,JK Paper
NSE,E,11864,EQUITY,0,PRIMESECU-EQ,null,Prime Securities
NSE,E,11868,EQUITY,0,63MOONS-EQ,null,63 Moons Technologies
NSE,E,11872,EQUITY,0,GRANULES-EQ,null,Granules India
NSE,E,11880,EQUITY,0,JSWHL-EQ,null,JSW Jindal South West Holdings
NSE,E,11884,EQUITY,0,MANINDS-EQ,null,Man Industries
NSE,E,11892,EQUITY,0,VHL-EQ,null,Vardhman Holdings
NSE,E,11895,EQUITY,0,DCXINDIA-EQ,null,DCX SYSTEMS LIMITED
NSE,E,11896,EQUITY,0,GEOJITFSL-EQ,null,Geojit Financial Services
NSE,E,1190,EQUITY,0,FMGOETZE-EQ,null,Federal Mogul Goetze
NSE,E,11905,EQUITY,0,GENUSPOWER-EQ,null,Genus Power Infrastructures
NSE,E,11909,EQUITY,0,SWELECTES-EQ,null,SWELECT Energy Systems
NSE,E,11915,EQUITY,0,YESBANK-EQ,null,Yes Bank
NSE,E,11919,EQUITY,0,MSPL-EQ,null,MSP Steel & Power
NSE,E,11927,EQUITY,0,NECLIFE-EQ,null,Nectar Lifesciences
NSE,E,11932,EQUITY,0,FUSION-EQ,null,FUSION MICRO FINANCE LTD
NSE,E,11935,EQUITY,0,SPLIL-EQ,null,SPL Industries
NSE,E,11943,EQUITY,0,MCLEODRUSS-EQ,null,McLeod Russel
NSE,E,11956,EQUITY,0,MEDANTA-EQ,null,GLOBAL HEALTH LIMITED
NSE,E,11957,EQUITY,0,IDFC-EQ,null,IDFC Infrastructure Development Fin Co
NSE,E,1196,EQUITY,0,KANSAINER-EQ,null,Kansai Nerolac Paints
NSE,E,11961,EQUITY,0,REVATHI-EQ,null,Revathi Equipment
NSE,E,11965,EQUITY,0,VIVIMEDLAB-EQ,null,Vivimed Labs
NSE,E,11966,EQUITY,0,BIKAJI-EQ,null,BIKAJI FOODS INTERN LTD
NSE,E,11971,EQUITY,0,GOLDIAM-EQ,null,GOLDIAM INTERNATIONAL LTD
NSE,E,11975,EQUITY,0,RML-EQ,null,Rane (Madras) Limited
NSE,E,11979,EQUITY,0,HTMEDIA-EQ,null,HT Media
NSE,E,11983,EQUITY,0,SASKEN-EQ,null,Sasken Technologies
NSE,E,11987,EQUITY,0,ICIL-EQ,null,Indo Count Industries
NSE,E,11999,EQUITY,0,FCSSOFT-EQ,null,FCS Software Solutions
NSE,E,1200,EQUITY,0,MAESGETF-EQ,null,Mirae ESG Sector Leaders ETF
NSE,E,12009,EQUITY,0,IMPAL-EQ,null,India Motor Parts & Accessories
NSE,E,12018,EQUITY,0,SUZLON-EQ,null,Suzlon
NSE,E,12022,EQUITY,0,AURIONPRO-EQ,null,Aurionpro Solutions
NSE,E,12026,EQUITY,0,RENUKA-EQ,null,Shree Renuka Sugars
NSE,E,12034,EQUITY,0,BASML-EQ,null,Bannari Amman Spinning Mills
NSE,E,1204,EQUITY,0,PRAXIS-EQ,null,Praxis Home Retail
NSE,E,1205,EQUITY,0,GOODYEAR-EQ,null,Goodyear India
NSE,E,12052,EQUITY,0,WINPRO-EQ,null,Jump Networks
NSE,E,12124,EQUITY,0,DOLATALGO-EQ,null,Dolat Investments
NSE,E,1214,EQUITY,0,DELTAMAGNT-EQ,null,Delta Manufacturing
NSE,E,12173,EQUITY,0,HNDFDS-EQ,null,HINDUSTAN FOODS LIMITED
NSE,E,12231,EQUITY,0,OCCL-EQ,null,Oriental Carbon & Chemicals
NSE,E,12304,EQUITY,0,JSLHISAR-EQ,null,Jindal Stainless
NSE,E,1232,EQUITY,0,GRASIM-EQ,null,Grasim Industries
NSE,E,1235,EQUITY,0,GREAVESCOT-EQ,null,Greaves Cotton
NSE,E,1247,EQUITY,0,GSFC-EQ,null,Gujarat State Fertilizers & Chemicals
NSE,E,12489,EQUITY,0,SWSOLAR-EQ,null,Sterling & Wilson Solar
NSE,E,1250,EQUITY,0,CASTROLIND-EQ,null,Castrol India
NSE,E,12603,EQUITY,0,PRECAM-EQ,null,Precision Camshafts
NSE,E,1267,EQUITY,0,GUJALKALI-EQ,null,Gujarat Alkalies & Chemicals
NSE,E,1270,EQUITY,0,AMBUJACEM-EQ,null,Ambuja Cements
NSE,E,12716,EQUITY,0,TEAMLEASE-EQ,null,Teamlease Services
NSE,E,128,EQUITY,0,ROUTE-EQ,null,Route Mobile
NSE,E,12847,EQUITY,0,KRISHANA-EQ,null,Krishana Phoschem
NSE,E,1289,EQUITY,0,GFLLIMITED-EQ,null,GFL Gujarat Fluorochemicals
NSE,E,12978,EQUITY,0,NPBET-EQ,null,Tata Nifty Private Bank ETF
NSE,E,13,EQUITY,0,ABB-EQ,null,ABB
NSE,E,13035,EQUITY,0,SAFARI-EQ,null,Safari Industries
NSE,E,13061,EQUITY,0,IIFLWAM-EQ,null,IIFL Wealth Management
NSE,E,13072,EQUITY,0,IIFLSEC-EQ,null,IIFL Securities
NSE,E,13081,EQUITY,0,TRIVENI-EQ,null,Triveni Engineering & Industries
NSE,E,13086,EQUITY,0,AIAENG-EQ,null,AIA Engineering
NSE,E,13091,EQUITY,0,EKC-EQ,null,Everest Kanto Cylinder
NSE,E,13101,EQUITY,0,VIMTALABS-EQ,null,Vimta Labs
NSE,E,13106,EQUITY,0,NAHARINDUS-EQ,null,Nahar Industrial Enterprises
NSE,E,13111,EQUITY,0,ORIENTABRA-EQ,null,Orient Abrasives
NSE,E,13116,EQUITY,0,QUICKHEAL-EQ,null,Quick Heal Technologies
NSE,E,13126,EQUITY,0,REPRO-EQ,null,Repro India
NSE,E,1313,EQUITY,0,HARRMALAYA-EQ,null,Harrison Malayalam
NSE,E,13147,EQUITY,0,PVR-EQ,null,PVR Cinemas
NSE,E,1315,EQUITY,0,GALAXYSURF-EQ,null,Galaxy Surfactants
NSE,E,13162,EQUITY,0,CELEBRITY-EQ,null,Celebrity Fashions
NSE,E,13175,EQUITY,0,NITINSPIN-EQ,null,Nitin Spinners
NSE,E,13182,EQUITY,0,ROHLTD-EQ,null,Royal Orchid Hotels
NSE,E,13192,EQUITY,0,ENIL-EQ,null,ENIL Entertainment Network India Ltd
NSE,E,13197,EQUITY,0,GSPL-EQ,null,Gujarat State Petronet
NSE,E,13211,EQUITY,0,JAGRAN-EQ,null,Jagran Prakashan
NSE,E,13221,EQUITY,0,INOXLEISUR-EQ,null,INOX Leisure
NSE,E,13236,EQUITY,0,SADBHAV-EQ,null,Sadbhav Engineering
NSE,E,13251,EQUITY,0,SAKUMA-EQ,null,Sakuma Exports
NSE,E,13260,EQUITY,0,KEC-EQ,null,KEC International
NSE,E,1327,EQUITY,0,HCL-INSYS-EQ,null,HCL Infosystems
NSE,E,13270,EQUITY,0,JKCEMENT-EQ,null,JK Cement
NSE,E,13275,EQUITY,0,INDOTECH-EQ,null,Indo Tech Transformers
NSE,E,1328,EQUITY,0,MARINE-EQ,null,MARINE
NSE,E,13285,EQUITY,0,M&MFIN-EQ,null,Mahindra & Mahindra Fin. Serv
NSE,E,13290,EQUITY,0,BLKASHYAP-EQ,null,B L Kashyap and Sons
NSE,E,13295,EQUITY,0,VISASTEEL-EQ,null,VISA Steel
NSE,E,1330,EQUITY,0,HDFC-EQ,null,HDFC
NSE,E,13300,EQUITY,0,NITCO-EQ,null,NITCO
NSE,E,13305,EQUITY,0,CENTURYPLY-EQ,null,Century Plyboards
NSE,E,13310,EQUITY,0,KEI-EQ,null,KEI Industries
